task,directive,feedback_loop,learning,none,not_classified,task_iteration,validation
"demonstrate or explain products, methods, or services to persuade customers to purchase products or use services.",0.798076923076923,,,,0.20192307692307693,,
demonstrate products to clients.,0.8444444444444444,,,,0.15555555555555556,,
"describe merchandise and explain use, operation, and care of merchandise to customers.",0.7142857142857143,,0.2261904761904762,,0.059523809523809514,,
"design and apply bioinformatics algorithms including unsupervised and supervised machine learning, dynamic programming, or graphic algorithms.",,,,,1.0,,
design and conduct evaluations and diagnostic studies to assess the quality and performance of health education programs.,0.8571428571428571,,,,0.14285714285714285,,
design and create special programs for tasks such as statistical analysis and data entry and cleaning.,0.6824324324324325,0.03474903474903475,,0.2249034749034749,0.019305019305019305,0.03861003861003861,
"design and direct nuclear research projects to discover facts, to test or modify theoretical models, or to develop new theoretical models or new uses for current models.",0.68,,,,0.32,,
design and implement warehouse database structures.,0.46534653465346537,0.24752475247524758,,,0.2871287128712871,,
"design and implement web site security measures, such as firewalls or message encryption.",0.5925925925925926,,,,0.4074074074074074,,
"design and produce displays and materials that can be used to decorate windows, interior displays, or event locations such as streets and fairgrounds.",0.6129032258064516,,,,0.3870967741935484,,
"design complex graphics and animation, using independent judgment, creativity, and computer equipment.",0.640926640926641,,,,0.05405405405405405,0.305019305019305,
design computer simulations to model physical data so that it can be better understood.,0.78,,,,0.22,,
"design custom clothing and accessories for individuals, retailers, or theatrical, television, or film productions.",,,,,1.0,,
"design customer interface of online storefront, using web programming or e-commerce software.",0.704225352112676,,,,0.29577464788732394,,
"design database applications, such as interfaces, data transfer mechanisms, global temporary tables, data partitions, and function-based indexes to enable efficient access of the generic database structure.",0.6885245901639344,0.12177985948477753,0.04918032786885246,0.042154566744730684,0.00936768149882904,0.0889929742388759,
"design databases to support business applications, ensuring system scalability, security, performance and reliability.",0.5862068965517241,0.15292353823088456,0.056971514242878565,0.047976011994003004,0.019490254872563718,0.136431784107946,
"design electronic components, software, products, or systems for commercial, industrial, medical, military, or scientific applications.",0.8208955223880597,,,,0.1791044776119403,,
"design forms for receiving, processing, or tracking data.",0.8461538461538461,,,,0.15384615384615383,,
"design information storage and retrieval systems and develop procedures for collecting, organizing, interpreting, and classifying information.",0.791907514450867,,0.06069364161849711,0.06358381502890173,0.04046242774566475,0.04335260115606936,
design instructional aids for stand-alone or instructor-led classroom or online use.,0.8360655737704918,,,,0.16393442622950818,,
"design learning products, including web-based aids or electronic performance support systems.",0.78,,,,0.22,,
design or develop automated testing tools.,0.7600644122383254,0.09500805152979068,0.0177133655394525,0.06843800322061191,0.00644122383252818,0.05233494363929147,
"design or develop new equipment or methods for meteorological data collection, remote sensing, or related applications.",,,,,1.0,,
"design or develop software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design.",0.8244514106583071,,,,0.08150470219435736,0.09404388714733544,
design or implement products and services to mitigate risk or facilitate use of technology-based tools and methods.,,,,,1.0,,
design or implement web-based tools for querying large-scale biological databases.,0.7941176470588235,,,,0.20588235294117646,,
design patient education programs that include information required to make informed health care and treatment decisions.,0.8,,,,0.2,,
design research projects that apply valid scientific techniques and use information obtained from baselines or historical data to structure uncompromised and efficient analyses.,0.9083333333333331,,,,0.09166666666666666,,
"design robotic systems, such as automatic vehicle control, autonomous vehicles, advanced displays, advanced sensing, robotic platforms, computer vision, or telematics systems.",,,,,1.0,,
"design security policies, programs, or practices to ensure adequate security relating to issues such as protection of assets, alarm response, and access card use.",0.5780346820809249,0.1676300578034682,,0.11560693641618497,0.05202312138728324,0.08670520231213873,
"design software to control robotic systems for applications, such as military defense or manufacturing.",0.5368421052631579,,,,0.2631578947368421,0.2,
"design, build, or maintain web sites, using authoring or scripting languages, content creation tools, management tools, and digital media.",0.6800987390753219,0.14790846620855294,0.006604843551938088,0.029488291413703384,,0.1337647608246047,0.002134898925878977
"design, conduct, and evaluate experimental operational models in cases where models cannot be developed from existing data.",0.6,,,,0.4,,
"design, configure, and test computer hardware, networking software and operating system software.",0.6590909090909091,,,,0.3409090909090909,,
"design, customize, and maintain databases, web pages, and local area networks.",,,,,1.0,,
"design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design.",0.7222222222222221,0.0924908424908425,0.01984126984126984,0.0521978021978022,,0.10683760683760685,0.00641025641025641
"design, develop, select, test, implement, and evaluate new or modified informatics solutions, data structures, and decision-support mechanisms to support patients, health care professionals, and their information management and human-computer and human-technology interactions within health care contexts.",0.6564885496183206,,,,0.3435114503816794,,
"design, implement, or maintain fraud detection tools or procedures.",0.9539748953974896,,,,0.046025104602510455,,
"design, implement, or operate comprehensive data warehouse systems to balance optimization of data access with batch loading and resource utilization factors, according to customer requirements.",0.639344262295082,,,,0.36065573770491804,,
"design, install, or troubleshoot manufacturing equipment.",,,,,1.0,,
"design, organize, and deliver product awareness, skills transfer, or product education sessions for staff or suppliers.",0.85,,,,0.15,,
"design, plan, organize, or direct orientation and training programs for employees or customers.",0.6129032258064516,,,,0.3870967741935484,,
"design, use, or maintain databases and software applications, such as geographic information systems (gis) mapping and artificial intelligence tools.",0.6119402985074627,,,,0.3880597014925373,,
determine and set product prices.,0.96,,,,0.04,,
determine computer software or hardware needed to set up or alter system.,0.7619047619047619,,,,0.23809523809523805,,
determine customers' financial services needs and prepare proposals to sell services that address these needs.,0.9583333333333335,,,,0.04166666666666666,,
determine data collection methods to be employed in research projects or surveys.,0.9288537549407114,,,,0.07114624505928854,,
"determine desired images and picture composition, selecting and adjusting subjects, equipment, and lighting to achieve desired effects.",0.9597701149425287,,,,0.040229885057471264,,
determine efficient and cost-effective methods of moving goods from one location to another.,0.8571428571428571,,,,0.14285714285714285,,
"determine existence and amount of liability according to current laws, administrative and judicial precedents, and available evidence.",0.6559322033898305,0.0288135593220339,0.18135593220338983,0.03050847457627119,,0.06949152542372881,0.03389830508474576
determine guidelines that specify which source material is acceptable for use.,0.8333333333333335,,,,0.16666666666666663,,
determine location for product listings to maximize exposure to online traffic.,1.0,,,,,,
"determine method of shipment and prepare bills of lading, invoices, and other shipping documents.",0.92,,,,0.08,,
determine policy contract provisions for each type of insurance.,0.8636363636363636,,,,0.13636363636363635,,
"determine schedules, sequences, and assignments for work activities, based on work priority, quantity of equipment, and skill of personnel.",,,,,1.0,,
"determine shipping methods, routes, or rates for materials to be shipped.",,,,,1.0,,
"determine size and arrangement of illustrative material and copy, and select style and size of type.",0.923913043478261,,,,0.07608695652173914,,
"determine sources of web page or server problems, and take action to correct such problems.",0.42327829238824,0.43455497382198965,0.05436971405557793,0.041884816753926704,,0.028594442207007652,0.017317760773258153
"determine supplementary virtual features, such as currency, item catalog, menu design, and audio direction.",0.8241491085899514,0.0299837925445705,0.017017828200972446,0.06807131280388978,0.004051863857374392,0.05672609400324149,
determine which products or colors will improve clients' skin quality and appearance.,,,,,1.0,,
"determine which topics to research, or pursue research topics specified by clients or employers.",0.6329113924050633,,,0.2658227848101265,0.10126582278481011,,
"develop advertising campaigns for a wide range of clients, working with an advertising agency's creative director and art director to determine the best way to present advertising information.",0.7735849056603774,,,,0.22641509433962262,,
develop an understanding of customers' needs and take actions to ensure that such needs are met.,0.5691056910569106,,,0.33333333333333326,0.0975609756097561,,
develop an understanding of fields to which statistical methods are to be applied to determine whether methods and results are appropriate.,0.5806451612903226,,,,0.41935483870967744,,
"develop and direct software system testing and validation procedures, programming, and documentation.",0.6992753623188406,0.11548913043478262,0.018115942028985508,0.08559782608695653,,0.04166666666666666,0.03985507246376811
"develop and distribute newsletters, brochures, or other printed materials to share information with patients or medical staff.",0.7619047619047619,,,,0.23809523809523805,,
develop and document database architectures.,0.6168582375478927,0.07662835249042145,0.1111111111111111,0.07279693486590039,0.038314176245210725,0.0842911877394636,
develop and document style guidelines for web site content.,0.8493150684931507,,,,0.1506849315068493,,
"develop and implement data extraction procedures from other systems, such as administration, billing, or claims.",0.7005988023952096,0.1377245508982036,,,0.1616766467065868,,
develop and implement individualized plans for health care management.,0.9344262295081969,,,,0.06557377049180328,,
"develop and implement individualized treatment plans addressing family relationship problems, destructive patterns of behavior, and other personal issues.",,,,,1.0,,
develop and implement policies and procedures for the operation of a department or establishment.,,,,,1.0,,
develop and implement research quality control procedures.,0.3076923076923077,,,,0.2307692307692308,,0.4615384615384615
develop and implement solutions for network problems.,0.4358974358974359,0.4615384615384615,,,0.10256410256410256,,
"develop and implement technical project management tools, such as plans, schedules, and responsibility and compliance matrices.",0.9375,,,,0.0625,,
"develop and interpret organizational goals, policies, and procedures.",0.7419354838709676,,,,0.25806451612903225,,
develop and maintain client relationships.,0.3820224719101123,,,0.5393258426966292,0.07865168539325842,,
develop and maintain computer databases.,0.58125,0.20625,,0.090625,0.059375,0.0625,
"develop and maintain computerized record management systems to store and process data such as personnel activities and information, and to produce reports.",0.6347826086956522,0.1826086956521739,,,0.1826086956521739,,
develop and maintain course websites.,,,,,1.0,,
"develop and maintain the company's corporate image and identity, which includes the use of logos and signage.",0.7380073800738007,,,,0.12177121771217711,0.14022140221402213,
develop and modify astronomy-related programs for public presentation.,0.5333333333333333,,,,0.46666666666666656,,
"develop and organize training manuals, multimedia visual aids, and other educational materials.",0.797979797979798,,,,0.04040404040404041,0.16161616161616163,
"develop and test experimental designs, sampling techniques, and analytical methods.",0.7580645161290324,,,,0.24193548387096775,,
"develop and test theories, using information from interviews, newspapers, periodicals, case law, historical papers, polls, or statistical sources.",0.65,,0.24,,0.11,,
"develop and use multimedia course materials and other current technology, such as online courses.",0.851063829787234,,,,0.14893617021276595,,
develop application-specific software.,0.76777147841256,0.08460532054077627,0.008940252943741823,0.07871783689489752,0.001962494548626253,0.05800261665939817,
develop applied software for the analysis and interpretation of geological data.,,,,,1.0,,
"develop approaches to the solution of groups' problems, based on research findings in sociology and related disciplines.",0.6176470588235294,,,,0.38235294117647056,,
"develop briefings, brochures, multimedia presentations, web pages, promotional products, technical illustrations, and computer artwork for use in products, technical manuals, literature, newsletters, and slide shows.",0.8421784472769409,0.008111239860950173,0.019466975666280414,0.02085747392815759,,0.09965237543453073,0.009733487833140207
"develop business methods and procedures, including accounting systems, file systems, office systems, logistics systems, and production schedules.",0.76875,,,,0.075,0.15625,
"develop calibration methodologies, test methodologies, or tools.",0.5517241379310345,,,,0.44827586206896564,,
"develop client relationships and communicate with clients to explain proposals, present research findings, establish specifications, or discuss project status.",,,,,1.0,,
"develop communications materials, advertisements, presentations, or public relations initiatives to promote awareness of green products and technologies.",0.9278350515463916,,,,0.07216494845360824,,
develop concepts or creative ideas for craft objects.,0.7422680412371134,,,0.1134020618556701,0.02577319587628866,0.11855670103092782,
"develop contacts with individuals and organizations, and apply effective strategies and techniques to ensure their clients' success.",,,,,1.0,,
"develop core analytical capabilities or model libraries, using advanced statistical, quantitative, or econometric techniques.",0.6285714285714284,,,,0.37142857142857144,,
develop criteria for the design and modification of survey instruments.,0.8275862068965517,,,,0.1724137931034483,,
develop curricula and plan course content and methods of instruction.,0.6971830985915493,,,,0.1056338028169014,0.19718309859154928,
"develop curriculum and prepare manuals, visual aids, course outlines, and other materials used in teaching.",0.7555555555555555,,,,0.24444444444444444,,
"develop data model describing data elements and how they are used, following procedures and using pen, template or computer software.",0.6942675159235668,,0.09554140127388536,,0.21019108280254778,,
develop data models and databases.,0.5287356321839081,,,0.22988505747126436,0.14367816091954025,0.09770114942528735,
"develop data models for applications, metadata tables, views or related database structures.",0.6879194630872483,0.060402684563758406,,0.11073825503355703,0.05704697986577181,0.08389261744966443,
"develop data warehouse process models, including sourcing, loading, transformation, and extraction.",0.5128205128205128,,,,0.4871794871794872,,
"develop database architectural strategies at the modeling, design and implementation stages to address business or industry requirements.",0.49683544303797467,0.10759493670886076,0.10759493670886076,0.12025316455696204,0.0379746835443038,0.12974683544303794,
develop databases that support web applications and web sites.,0.7236842105263157,,,,0.27631578947368424,,
"develop economic models, forecasts, or scenarios to predict future economic and environmental outcomes.",0.9104477611940298,,,,0.08955223880597014,,
"develop educational materials and programs for community agencies, local government, and state government.",0.9148936170212764,,,,0.0851063829787234,,
"develop exercise programs to improve participant strength, flexibility, endurance, or circulatory functioning, in accordance with exercise science standards, regulatory requirements, and credentialing requirements.",,,,,1.0,,
"develop factors such as themes, plots, characterizations, psychological analyses, historical environments, action, and dialogue, to create material.",0.5499781754692274,0.05106940200785683,0.005237887385421214,0.14993452640768223,0.00021824530772588302,0.24356176342208646,
"develop financial plans, based on analysis of clients' financial status.",0.8214285714285714,,,,0.17857142857142858,,
"develop formal documentation for microelectromechanical systems (mems) devices, including quality assurance guidance, quality control protocols, process control checklists, data collection, or reporting.",0.8888888888888888,,,,0.1111111111111111,,
"develop graphics and layouts for product illustrations, company logos, and web sites.",,,,,1.0,,
"develop ideas for creating dances, keeping notes and sketches to record influences.",0.6721311475409836,,,,0.32786885245901637,,
develop implementation plans that include analyses such as cost-benefit or return on investment (roi).,0.8275862068965517,,,,0.1724137931034483,,
"develop individualized treatment plans for patients, considering patient preferences, clinical data, or the risks and benefits of therapies.",0.8806584362139919,,,0.06172839506172839,0.05761316872427984,,
develop instructional materials and conduct in-service and community-based educational programs.,0.7587939698492463,,,,0.07035175879396985,0.1708542713567839,
develop instructional materials and products for technology-based redesign of courses.,0.8161764705882352,,,,0.08455882352941177,0.09926470588235292,
develop instructional materials to be used by educators and instructors.,0.8374809547993906,0.017267648552564754,0.01574403250380904,0.019807008633824275,0.002031488065007617,0.10766886744540376,
"develop instructional materials, such as lesson plans, handouts, or examinations.",0.8377483443708609,0.011037527593818984,0.012141280353200884,0.012141280353200884,0.003311258278145695,0.12362030905077263,
develop instrumentation and software for astronomical observation and analysis.,,,,,1.0,,
"develop lists of prospective clients from sources such as newspaper items, company records, local merchants, or customers.",0.8837209302325582,,,,0.11627906976744183,,
"develop manuals, texts, workbooks, or related materials for use in conjunction with production materials or for training.",0.8095238095238095,,,,0.19047619047619047,,
"develop marketing materials, proposals, or presentation to generate new work opportunities.",0.847328244274809,,,,0.030534351145038167,0.12213740458015267,
develop mathematical or statistical models of phenomena to be used for analysis or for computational simulation.,0.725,0.13333333333333333,,,0.14166666666666666,,
develop measurement tools to evaluate the effectiveness of instruction or training interventions.,0.6438356164383562,,,,0.136986301369863,,0.2191780821917808
develop methods for integrating different products so they work properly together such as customizing commercial databases to fit specific needs.,0.5843422114608556,0.1751412429378531,0.0589184826472962,0.09523809523809523,0.010492332526230832,0.07586763518966909,
"develop methods of assessing or measuring corporate performance in terms of environmental, social, and governance (esg) issues.",,,,,1.0,,
"develop new business by contacting potential clients, making sales presentations, and writing proposals.",0.9357142857142855,,,,0.06428571428571428,,
develop new chemical engineering processes or production techniques.,0.6206896551724138,,,,0.3793103448275862,,
"develop new food items for production, based on consumer feedback.",,,,,1.0,,
develop new methods to study the mechanisms of biological processes.,,,,,1.0,,
"develop new or improved ways of preserving, processing, packaging, storing, and delivering foods, using knowledge of chemistry, microbiology, and other sciences.",0.9375,,,,0.0625,,
develop new principles and new relationships between existing mathematical principles to advance mathematical science.,0.6476190476190475,0.19047619047619047,,,0.16190476190476188,,
develop new software applications or customize existing applications to meet specific scientific project needs.,0.7273168364871423,0.1172974284327996,0.013706938379427462,0.05482775351770985,,0.08381853469189714,0.0030325084910237748
develop or analyze information to assess the current or future financial status of firms.,0.8885976408912188,,0.01965923984272608,0.027522935779816522,0.02228047182175623,,0.04193971166448231
develop or apply data mining and machine learning algorithms.,0.8099000697188008,0.03741575644898908,0.026803005654969403,0.08087380897048572,,0.024401580292818963,0.020605778913936012
"develop or approve project plans, schedules, or budgets.",1.0,,,,,,
"develop or configure document management system features, such as user interfaces, access profiles, and document workflow procedures.",0.8249258160237389,0.04451038575667656,,0.059347181008902086,0.02373887240356084,0.04747774480712166,
develop or direct development of offering documents or marketing materials.,,,,,1.0,,
develop or direct software system testing or validation procedures.,0.6890478811227296,0.10291689598238855,0.024215740231150248,0.089157952669235,,0.04072647220693451,0.05393505778756191
develop or direct study courses or religious education programs within congregations.,0.6363636363636364,,,,0.36363636363636365,,
develop or document style guidelines for web site content.,0.8348623853211009,,,,0.1651376146788991,,
develop or implement electronic maintenance programs or computer information management systems.,0.7272727272727273,,,,0.2727272727272727,,
develop or implement fund investment policies or strategies.,0.6818181818181818,,,,0.3181818181818182,,
develop or implement marketing strategies.,0.7219512195121951,,,,0.14146341463414633,0.13658536585365855,
"develop or implement policies or practices to ensure the privacy, confidentiality, or security of patient information.",0.734375,,,0.09375,0.171875,,
develop or implement procedures for ongoing web site revision.,0.6784409257003654,0.1315468940316687,0.04141291108404385,0.058465286236297195,0.0060901339829476245,0.08404384896467722,
"develop or implement product-marketing strategies, including advertising campaigns or sales promotions.",0.7777777777777779,,,,0.2222222222222222,,
develop or implement risk-assessment models or methodologies.,0.8095238095238095,,,,0.19047619047619047,,
"develop or maintain applications that process biologically based data into searchable databases for purposes of analysis, calculation, or presentation.",0.75,,,0.17857142857142858,0.07142857142857142,,
"develop or maintain archived procedures, procedural codes, or queries for applications.",0.6710526315789473,,,,0.32894736842105265,,
"develop or maintain cost estimates, forecasts, or cost models.",0.78125,,,,0.21875,,
develop or maintain internal or external company web sites.,0.631578947368421,0.19887834339948232,0.025021570319240717,0.047454702329594485,0.0056082830025884385,0.091458153580673,
"develop or maintain standards, such as organization, structure, or nomenclature, for the design of data warehouse elements, such as data architectures, models, tools, and databases.",0.6764705882352942,,,,0.32352941176470584,,
develop or maintain supplier or customer relationships.,,,,,1.0,,
"develop or manage integrated security controls to ensure confidentiality, accountability, recoverability, or audit ability of sensitive information, proprietary information, or information technology resources.",0.4705882352941176,0.1085972850678733,,0.22171945701357465,0.1085972850678733,0.09049773755656108,
"develop or recommend network security measures, such as firewalls, network security audits, or automated security probes.",0.6461538461538461,,,,0.35384615384615387,,
"develop or revise business plans for online business, emphasizing factors such as product line, pricing, inventory, or marketing strategy.",0.6857142857142857,,,,0.3142857142857143,,
"develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",0.8367346938775511,,,,0.163265306122449,,
"develop plans and estimate costs for installation of systems, utilization of facilities, or construction of structures.",0.92,,,,0.08,,
"develop pricing strategies, balancing firm objectives and customer satisfaction.",0.64,,,,0.36,,
"develop problem intervention procedures, using techniques such as interviews, consultations, role playing, and participant observation of group interactions.",,,,,1.0,,
develop program plans for individuals or assist in plan development.,0.4285714285714285,,,,0.5714285714285714,,
develop prospect lists.,0.9361702127659577,,,,0.06382978723404255,,
"develop prospects from current commercial customers, referral leads, or sales or trade meetings.",0.9487179487179486,,,,0.05128205128205128,,
"develop relationships and communicate with customers, site managers, developers, land owners, authorities, utility representatives, or residents.",0.7,,,,0.3,,
develop software applications or programming to use for statistical modeling and graphic analysis.,0.7,,,,0.18571428571428572,0.11428571428571428,
develop specialized computer software routines to customize and integrate image analysis.,0.7770992366412215,0.025954198473282442,,0.15572519083969466,0.0061068702290076335,0.035114503816793895,
develop standards and guidelines to guide the use and acquisition of software and to protect vulnerable information.,0.5014367816091954,,0.035919540229885055,0.30603448275862066,0.02586206896551724,,0.1307471264367816
"develop story or content ideas, considering reader or audience appeal.",0.84,,,,0.16,,
"develop system engineering, software engineering, system integration, or distributed system architectures.",0.698744769874477,0.07112970711297072,,,0.09205020920502091,0.13807531380753138,
develop system interaction or sequence diagrams.,0.7258064516129032,,,,0.2741935483870968,,
"develop teaching aids such as instructional software, multimedia visual aids, or study materials.",0.8289473684210527,,0.05592105263157895,0.024671052631578948,0.02960526315789473,0.06085526315789473,
"develop teaching materials, such as syllabi, visual aids, answer keys, supplementary notes, or course web sites.",0.8408163265306122,,,,0.02448979591836735,0.1346938775510204,
"develop teaching or training materials, such as handouts, study materials, or quizzes.",0.869215291750503,,,,0.03621730382293762,0.09456740442655936,
"develop tests, questionnaires, and procedures that measure the effectiveness of curricula and use these tools to determine whether program objectives are being met.",0.6559139784946236,,,,0.08602150537634409,,0.25806451612903225
develop theories based on personal observations or on observations and theories of other astronomers.,0.65625,,,,0.34375,,
develop training programs or routines designed to improve athletic performance.,0.8518518518518519,,,,0.1481481481481481,,
"develop transactional web applications, using web programming software and knowledge of programming languages, such as hypertext markup language (html) and extensible markup language (xml).",0.6920302921024163,0.14641182834475297,0.015146051208077892,0.04435629282365669,0.00144248106743599,0.1006130544536603,
"develop treatment plans based on scientific rationale, standards of care, and professional practice guidelines.",0.71875,,,,0.28125,,
develop visual aids and charts for use in lectures or to present evidence in court.,0.8333333333333335,,,,0.16666666666666663,,
"develop web site maps, application models, image templates, or page templates that meet project goals, user needs, or industry standards.",0.8588007736943907,0.03094777562862669,,0.03868471953578337,0.013539651837524178,0.058027079303675046,
"develop, administer and evaluate applicant tests.",0.8387096774193549,,,,0.16129032258064516,,
"develop, copy, or adapt designs for garments, and design patterns to fit measurements, applying knowledge of garment design, construction, styling, and fabric.",0.7793594306049824,,,0.05338078291814947,0.05338078291814947,0.11387900355871883,
"develop, implement or evaluate health information technology applications, tools, processes or structures to assist nurses with data management.",,,,,1.0,,
"develop, implement, administer and evaluate personnel and labor relations programs, including performance appraisal, affirmative action and employment equity programs.",1.0,,,,,,
"develop, implement, modify, and document recordkeeping and accounting systems, making use of current computer technology.",0.7906336088154269,0.1046831955922865,,,0.1046831955922865,,
"develop, maintain, and analyze budgets, preparing periodic reports that compare budgeted costs to actual costs.",0.8292682926829268,,,,0.17073170731707318,,
"develop, maintain, and troubleshoot information access aids, such as databases, annotated bibliographies, web pages, electronic pathfinders, software programs, and online tutorials.",0.5555555555555556,,,,0.4444444444444444,,
"develop, or contribute to the development of, educational or outreach programs on the environment or climate change.",0.7586206896551724,,,,0.24137931034482762,,
"develop, present, or respond to proposals for specific customer requirements, including request for proposal responses and industry-specific solutions.",0.875,,,,0.125,,
"develop, recommend, or manage security procedures for operations or processes, such as security call centers, system acquisition, development, and maintenance, access control, program models, or reporting tools.",0.4789272030651341,,,0.32567049808429116,0.13409961685823754,,0.061302681992337155
"develop, standardize, evaluate, or modify procedures, techniques, or tests used in the analysis of specimens or in medical laboratory experiments.",0.7045454545454546,,,,0.29545454545454547,,
"develop, test, or program new robots.",0.6923076923076923,,,,0.3076923076923077,,
"devise and evaluate methods and procedures for collecting data, such as surveys, opinion polls, or questionnaires, or arrange to obtain existing data.",0.7894736842105263,,,,0.21052631578947367,,
devise testing methods to evaluate the effects of various conditions on particular materials.,0.7272727272727273,,,,0.2727272727272727,,
"devise trading, option, or hedge strategies.",0.553030303030303,,0.37121212121212127,,0.07575757575757576,,
"diagnose and correct problems from remote locations, using special switchboards to find the sources of problems.",,,,,1.0,,
"diagnose diseases or study medical conditions using techniques such as gross pathology, histology, cytology, cytopathology, clinical chemistry, immunology, flow cytometry, and molecular biology.",0.6680161943319838,,,,0.10121457489878544,,0.2307692307692308
"diagnose malfunctioning systems, apparatus, or components, using test equipment and hand tools to locate the cause of a breakdown and correct the problem.",,,,,1.0,,
"diagnose, test, or analyze the performance of electrical components, assemblies, or systems.",,,,,1.0,,
"diagnose, troubleshoot, and resolve hardware, software, or other network and system problems, and replace defective components when necessary.",0.4064470918009811,0.42155259674530865,0.07334734875029199,0.06345869345168574,,0.0161177295024527,0.019076539749279763
"direct and coordinate activities of personnel engaged in broadcast news, sports, or programming.",,,,,1.0,,
"direct crop production operations, such as planning, tilling, planting, fertilizing, cultivating, spraying, or harvesting.",,,,,1.0,,
"direct insurance negotiations, select insurance brokers or carriers, and place insurance.",0.9375,,,,0.0625,,
"direct live broadcasts, films and recordings, or non-broadcast programming for public entertainment or education.",0.5228384991843393,0.10929853181076671,,0.1500815660685155,0.007340946166394779,0.21044045676998369,
direct or conduct studies or research on issues affecting areas of responsibility.,0.6,,,,0.4,,
direct or coordinate activities of businesses involved with buying or selling investment products or financial services.,0.5333333333333333,,,,0.46666666666666656,,
direct or coordinate activities of project personnel.,0.6962025316455697,0.12025316455696204,,0.11392405063291139,0.06962025316455696,,
"direct or coordinate an organization's financial or budget activities to fund operations, maximize investments, or increase efficiency.",,,,,1.0,,
direct or provide home health services.,0.42105263157894735,,0.2982456140350877,,0.2807017543859649,,
direct software programming and development of documentation.,0.7175925925925926,0.0949074074074074,,0.06944444444444445,0.03935185185185185,0.0787037037037037,
"direct team activities, establishing task priorities, scheduling and tracking work assignments, providing guidance, and ensuring the availability of resources.",,,,,1.0,,
"direct, coordinate, organize, or prioritize biological laboratory activities.",,,,,1.0,,
discuss the treatment of problems with clients.,0.09695603156708003,0.05636978579481398,0.32356257046223225,0.43291995490417134,,0.02367531003382187,0.0665163472378805
"display commercial, industrial, agricultural, and residential properties to clients and explain their features.",0.7083333333333335,0.09375,0.059027777777777776,0.0798611111111111,0.003472222222222222,0.05555555555555555,
"disseminate information regarding tools, reports, or metadata enhancements.",0.6944444444444444,,,,0.3055555555555556,,
"document account activities, generate reports, and keep records of business transactions with customers and suppliers.",0.9210526315789473,,,,0.07894736842105263,,
"document activities and record information, such as the numbers of applications completed, presentations conducted, and persons assisted.",0.923076923076923,,,,0.07692307692307693,,
"document all database changes, modifications, or problems.",0.45871559633027525,0.16055045871559634,0.09174311926605505,0.14678899082568808,0.027522935779816522,,0.11467889908256881
"document and communicate database schemas, using accepted notations.",0.6200716845878136,,0.17204301075268819,0.1003584229390681,0.1075268817204301,,
document and evaluate transportation project needs and costs.,,,,,1.0,,
"document computer security and emergency measures policies, procedures, and tests.",0.7066666666666667,,,,0.2933333333333333,,
"document data related to patients' care including assessment results, interventions, medications, patient responses, or treatment changes.",0.8125,,,,0.1875,,
"document design specifications, installation instructions, and other system-related information.",0.9130434782608695,,,,0.08695652173913043,,
"document findings of study and prepare recommendations for implementation of new systems, procedures, or organizational changes.",0.7290322580645161,,,,0.01935483870967742,0.25161290322580643,
document help desk requests and resolutions.,0.8113207547169812,,,,0.18867924528301888,,
document methods used and write technical reports containing information collected.,0.6643835616438356,,,0.1917808219178082,0.07876712328767123,,0.06506849315068493
"document non-destructive testing (ndt) methods, processes, or results.",0.7678571428571429,,,,0.23214285714285715,,
"document patient information including session notes, progress notes, recommendations, and treatment plans.",0.7692307692307694,,,,0.2307692307692308,,
"document patients' health histories, symptoms, physical conditions, or other diagnostic information.",,,,,1.0,,
"document patients' medical and psychological histories, physical assessment results, diagnoses, treatment plans, prescriptions, or outcomes.",0.96,,,,0.04,,
document patients' medical histories and assessment findings.,0.8064516129032258,,,,0.1935483870967742,,
"document quantity, quality, type, weight, test result data, and value of materials or products to maintain shipping, receiving, and production records and files.",1.0,,,,,,
"document robotic application development, maintenance, or changes.",,,,,1.0,,
"document security transactions, such as purchases, sales, conversions, redemptions, or payments, using computers, accounting ledgers, or certificate records.",0.9622641509433965,,,,0.03773584905660377,,
"document software defects, using a bug tracking system, and report defects to software developers.",0.5223463687150838,0.2154828411811652,0.055865921787709494,0.12450119712689546,,0.01596169193934557,0.06584197924980048
document technical functions and specifications for new or proposed content management systems.,0.734375,,,,0.265625,,
document technical specifications and operating standards for telecommunications equipment.,0.8571428571428571,,,,0.14285714285714285,,
"document test results, using cameras, spreadsheets, documents, or other tools.",0.5560538116591929,,,0.16143497757847533,0.05829596412556054,,0.22421524663677134
"document the performance, interpretation, or outcomes of all procedures performed.",0.5352564102564102,,,0.18269230769230765,0.04487179487179487,,0.23717948717948714
"document user support activity, such as system problems, corrective actions, resolution status, and completed equipment installations.",0.8918918918918919,,,,0.1081081081081081,,
"document, design, code, or test geographic information systems (gis) models, internet mapping solutions, or other applications.",,,,,1.0,,
"draw charts and graphs, using computer spreadsheets, to illustrate technical reports.",0.7692307692307694,,,,0.2307692307692308,,
draw conclusions or make predictions based on data summaries or statistical analyses.,0.723404255319149,,,0.1033434650455927,0.054711246200607896,,0.11854103343465043
"edit broadcast material electronically, using computers.",0.8636363636363636,,,,0.13636363636363635,,
