task,directive,feedback_loop,learning,none,not_classified,task_iteration,validation
"develop and maintain design level documentation, including mechanics, guidelines, and mission outlines.",,,,,1.0,,
develop and maintain media contact lists.,,,,,1.0,,
"develop and maintain relationships with community referral sources, such as schools and community groups.",,,,,1.0,,
"develop and maintain the company's corporate image and identity, which includes the use of logos and signage.",0.2467789890981169,0.015857284440039646,0.06342913776015857,,0.01288404360753221,0.6283448959365708,0.03270564915758176
develop and manage work breakdown structure (wbs) of information technology projects.,,,,,1.0,,
develop and modify astronomy-related programs for public presentation.,0.28225806451612906,,0.5,,0.21774193548387097,,
"develop and organize training manuals, multimedia visual aids, and other educational materials.",0.34651898734177217,0.03164556962025317,0.03639240506329114,,0.022151898734177212,0.5632911392405063,
develop and prescribe exercise programs such as off-season conditioning regimens.,,,,,0.6346153846153846,0.3653846153846153,
"develop and present health education and promotion programs, such as training workshops, conferences, and school or community presentations.",0.5686274509803921,,,,0.039215686274509796,0.3921568627450981,
develop and teach online courses.,,,,,1.0,,
"develop and test experimental designs, sampling techniques, and analytical methods.",0.21463414634146344,0.13658536585365855,0.3024390243902439,,,0.2731707317073171,0.07317073170731707
"develop and test theories, using information from interviews, newspapers, periodicals, case law, historical papers, polls, or statistical sources.",,,0.5760869565217392,,0.10326086956521738,0.15760869565217392,0.16304347826086957
"develop and use multimedia course materials and other current technology, such as online courses.",,,,,1.0,,
"develop and write procedures for installation, use, or troubleshooting of communications hardware or software.",,,0.36363636363636365,,0.6363636363636364,,
develop application-specific software.,0.40331491712707185,0.17837411207576953,0.0978689818468824,0.0244672454617206,0.007892659826361484,0.2880820836621941,
develop applied software for the analysis and interpretation of geological data.,,,,,1.0,,
"develop approaches to the solution of groups' problems, based on research findings in sociology and related disciplines.",0.1463414634146341,0.10365853658536585,0.3780487804878049,,0.03048780487804878,0.21341463414634146,0.12804878048780488
"develop briefings, brochures, multimedia presentations, web pages, promotional products, technical illustrations, and computer artwork for use in products, technical manuals, literature, newsletters, and slide shows.",0.4249792760431058,0.023487151146725616,0.029842497927604312,0.011052777010223818,,0.5015197568389058,0.00911854103343465
"develop business methods and procedures, including accounting systems, file systems, office systems, logistics systems, and production schedules.",0.36689655172413793,,0.08689655172413793,,0.037241379310344824,0.5089655172413793,
"develop calibration methodologies, test methodologies, or tools.",,,0.53125,,0.46875,,
"develop client relationships and communicate with clients to explain proposals, present research findings, establish specifications, or discuss project status.",,,,,1.0,,
"develop client treatment plans based on research, clinical experience, and client histories.",,,,,1.0,,
"develop communications materials, advertisements, presentations, or public relations initiatives to promote awareness of green products and technologies.",0.2987012987012987,,,,0.06493506493506493,0.6363636363636364,
"develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",,,,,1.0,,
develop computer models to address transportation planning issues.,,,,,1.0,,
develop concepts or creative ideas for craft objects.,0.3583959899749373,,0.03759398496240601,0.055137844611528826,0.04511278195488721,0.5037593984962406,
"develop conceptual, logical, or physical network designs.",,,,,0.5,0.5,
"develop contacts with individuals and organizations, and apply effective strategies and techniques to ensure their clients' success.",,,,,1.0,,
"develop core analytical capabilities or model libraries, using advanced statistical, quantitative, or econometric techniques.",,,,,1.0,,
develop criteria for the design and modification of survey instruments.,0.34782608695652173,,,,0.13043478260869565,0.5217391304347826,
develop curricula and plan course content and methods of instruction.,0.4944237918215613,,0.055762081784386616,,0.03903345724907063,0.41078066914498135,
"develop curricula, and recommend curricula revisions and additions.",0.4285714285714285,,,,0.0816326530612245,0.4897959183673469,
"develop curriculum and prepare manuals, visual aids, course outlines, and other materials used in teaching.",0.5194805194805194,,,,0.05844155844155843,0.42207792207792205,
"develop customer documentation, such as performance specifications, training manuals, or operating instructions.",,,,,0.5161290322580645,0.4838709677419355,
"develop data model describing data elements and how they are used, following procedures and using pen, template or computer software.",0.2687927107061504,0.07061503416856492,0.2164009111617312,,0.01822323462414578,0.3826879271070615,0.04328018223234624
develop data models and databases.,0.33093525179856115,0.16546762589928057,0.20863309352517986,,0.05755395683453238,0.23741007194244598,
"develop data models for applications, metadata tables, views or related database structures.",0.21288515406162464,0.16806722689075632,0.18207282913165265,,0.025210084033613446,0.3557422969187675,0.056022408963585436
"develop data warehouse process models, including sourcing, loading, transformation, and extraction.",0.2191780821917808,,0.3287671232876712,,0.2191780821917808,0.2328767123287671,
"develop database architectural strategies at the modeling, design and implementation stages to address business or industry requirements.",0.1301775147928994,0.07100591715976332,0.4280078895463511,,0.011834319526627219,0.2741617357001973,0.08481262327416174
develop databases that support web applications and web sites.,0.29347826086956524,0.29347826086956524,0.17391304347826086,,0.021739130434782608,0.21739130434782608,
"develop defense plans or tactics, using intelligence and other information.",,,,,1.0,,
"develop departmental objectives, budgets, policies, procedures, and strategies.",,,,,0.3548387096774194,0.6451612903225806,
develop disaster recovery plans.,,,,,1.0,,
"develop economic models, forecasts, or scenarios to predict future economic and environmental outcomes.",,,,,1.0,,
"develop educational materials and programs for community agencies, local government, and state government.",0.4892086330935252,,,,0.07194244604316546,0.43884892086330934,
develop employee health and safety policies.,,,,,1.0,,
"develop environmental management or restoration plans for sites with power transmission lines, natural gas pipelines, fuel refineries, geothermal plants, wind farms, or solar farms.",,,,,1.0,,
"develop exercise programs to improve participant strength, flexibility, endurance, or circulatory functioning, in accordance with exercise science standards, regulatory requirements, and credentialing requirements.",0.2146596858638744,,0.31413612565445026,,0.1256544502617801,0.34554973821989526,
"develop factors such as themes, plots, characterizations, psychological analyses, historical environments, action, and dialogue, to create material.",0.5096974398758728,0.011378329454357383,0.01715369364709939,0.035772778208775106,,0.4153952245496078,0.010602534264287563
"develop financial plans, based on analysis of clients' financial status.",0.21739130434782608,,,,0.1884057971014493,0.5942028985507246,
"develop formal documentation for microelectromechanical systems (mems) devices, including quality assurance guidance, quality control protocols, process control checklists, data collection, or reporting.",,,,,1.0,,
develop fundraising activity plans that maximize participation or contributions and minimize costs.,,,,,1.0,,
"develop graphics and layouts for product illustrations, company logos, and web sites.",0.3269230769230769,,,,0.09615384615384617,0.5769230769230769,
"develop ideas for creating dances, keeping notes and sketches to record influences.",0.4207269914926528,,0.04872389791183294,0.0317092034029389,0.009280742459396753,0.4748646558391338,0.014694508894044857
"develop ideas or material for columns or commentaries by analyzing and interpreting news, current issues, or personal experiences.",,,,,1.0,,
develop implementation plans that include analyses such as cost-benefit or return on investment (roi).,0.2903225806451613,,,,0.14516129032258066,0.5645161290322581,
develop individual treatment plans and strategies.,,,,,0.41935483870967744,0.5806451612903226,
"develop individualized treatment plans for patients, considering patient preferences, clinical data, or the risks and benefits of therapies.",0.27710843373493976,0.060240963855421686,0.3493975903614458,,0.05622489959839357,0.2570281124497992,
"develop individualized treatment plans that incorporate studio art therapy, counseling, or psychotherapy techniques.",,,,,0.3953488372093023,0.6046511627906976,
develop instruction or training roadmaps for online and blended learning programs.,0.45121951219512196,,,,0.23170731707317077,0.3170731707317073,
develop instructional materials and conduct in-service and community-based educational programs.,0.4301075268817204,,0.04838709677419355,,0.043010752688172046,0.478494623655914,
develop instructional materials and products for technology-based redesign of courses.,0.3924528301886793,,0.16226415094339622,,0.09433962264150944,0.35094339622641507,
develop instructional materials for the public and make presentations to citizens' groups to provide information on emergency plans and their implementation processes.,,,,,1.0,,
develop instructional materials to be used by educators and instructors.,0.4521175884404584,0.021225710014947684,0.02262082710513204,0.00817140009965122,,0.4858993522670653,0.009965122072745391
"develop instructional materials, such as lesson plans, handouts, or examinations.",0.43614457831325304,0.018389346861128725,0.01813570069752695,0.006721623335447052,,0.5114774889029804,0.00913126188966392
develop instrumentation and software for astronomical observation and analysis.,0.24778761061946905,0.2212389380530973,0.20353982300884962,,0.11504424778761059,0.21238938053097342,
"develop internal control policies, guidelines, and procedures for activities such as budget administration, cash and credit management, and accounting.",,,,,1.0,,
"develop interview techniques, rating scales, and psychological tests used to assess skills, abilities, and interests for the purpose of employee selection, placement, and promotion.",0.44761904761904764,,,,0.09206349206349207,0.4603174603174603,
"develop lists of prospective clients from sources such as newspaper items, company records, local merchants, or customers.",,,,,1.0,,
"develop logistic metrics, internal analysis tools, or key performance indicators for business units.",,,,,1.0,,
"develop manuals, texts, workbooks, or related materials for use in conjunction with production materials or for training.",0.4280442804428044,,,,0.05904059040590406,0.5129151291512916,
"develop manuals, texts, workbooks, or related materials for use in conjunction with production materials.",0.5645161290322581,,,,0.016129032258064516,0.41935483870967744,
"develop marketing materials, proposals, or presentation to generate new work opportunities.",0.336734693877551,,,,0.10204081632653059,0.5612244897959183,
develop marketing or strategic plans for sales territories.,,,,,0.5384615384615384,0.4615384615384615,
develop marketing strategies to compete with other individuals or companies who sell insurance.,,,,,1.0,,
"develop master course documentation or manuals according to applicable accreditation, certification, or other requirements.",,,,,1.0,,
develop mathematical or statistical models of phenomena to be used for analysis or for computational simulation.,0.30303030303030304,0.09848484848484848,0.24242424242424238,,0.015151515151515152,0.2840909090909091,0.056818181818181816
develop measurement tools to evaluate the effectiveness of instruction or training interventions.,0.3835616438356164,,,,0.0958904109589041,0.4178082191780822,0.10273972602739724
develop methodologies for transferring procedures or biological processes from laboratories to commercial-scale manufacturing production.,,,,,0.5,0.5,
develop methods for integrating different products so they work properly together such as customizing commercial databases to fit specific needs.,0.2345041322314049,0.21797520661157022,0.35537190082644626,0.01756198347107438,,0.15289256198347106,0.02169421487603306
"develop methods of assessing or measuring corporate performance in terms of environmental, social, and governance (esg) issues.",,,,,1.0,,
"develop methods to improve employment policies, processes, and practices, and recommend changes to management.",0.5588235294117647,,,,0.4411764705882353,,
"develop methods to process, store, or use foods, drugs, or chemical compounds.",,,,,1.0,,
develop network-related documentation.,,,,,1.0,,
"develop networks of attorneys, mortgage lenders, and contractors to whom clients may be referred.",,,,,1.0,,
"develop new business by contacting potential clients, making sales presentations, and writing proposals.",0.2727272727272727,,,,0.030303030303030304,0.696969696969697,
develop new chemical engineering processes or production techniques.,0.2781065088757396,,0.28402366863905326,,0.053254437869822494,0.272189349112426,0.11242603550295857
"develop new food items for production, based on consumer feedback.",,,,,1.0,,
develop new methods to study the mechanisms of biological processes.,,,,,1.0,,
"develop new or improved methods or products for controlling or eliminating weeds, crop diseases, or insect pests.",,,,,1.0,,
"develop new or improved ways of preserving, processing, packaging, storing, and delivering foods, using knowledge of chemistry, microbiology, and other sciences.",,,,,1.0,,
develop new principles and new relationships between existing mathematical principles to advance mathematical science.,0.2756410256410257,,0.3974358974358975,,0.1282051282051282,0.19871794871794873,
develop new recipes for baked goods.,0.32592592592592595,,0.2222222222222222,,0.0962962962962963,0.35555555555555557,
develop new software applications or customize existing applications to meet specific scientific project needs.,0.3786811779769526,0.1949423815620999,0.12003841229193339,0.023367477592829703,,0.2695262483994878,0.013444302176696543
develop or analyze information to assess the current or future financial status of firms.,0.5214723926380368,0.03067484662576687,0.1312883435582822,,0.011042944785276074,0.25398773006134967,0.05153374233128835
develop or apply data mining and machine learning algorithms.,0.2611798817887811,0.16237314597970337,0.3166053306568529,0.02141184342589495,,0.1866845098695216,0.05174528827924613
"develop or approve project plans, schedules, or budgets.",,,,,0.2857142857142857,0.7142857142857143,
"develop or configure document management system features, such as user interfaces, access profiles, and document workflow procedures.",0.39004149377593367,0.11203319502074689,0.14107883817427386,,0.04149377593360995,0.3153526970954357,
develop or coordinate fitness and wellness programs or services.,,,,,1.0,,
"develop or deliver training programs for health information technology, creating operating manuals as needed.",,,,,1.0,,
develop or direct development of offering documents or marketing materials.,,,,,1.0,,
develop or direct software system testing or validation procedures.,0.28868360277136257,0.17782909930715934,0.23094688221709006,,0.018475750577367205,0.22632794457274827,0.057736720554272515
develop or direct study courses or religious education programs within congregations.,0.453125,,,,0.0625,0.484375,
"develop or document reverse logistics management processes to ensure maximal efficiency of product recycling, reuse, or final disposal.",,,,,1.0,,
develop or document style guidelines for web site content.,0.445475638051044,,0.10208816705336426,,0.03944315545243619,0.3758700696055685,0.03712296983758701
develop or implement electronic maintenance programs or computer information management systems.,0.32432432432432434,,0.22972972972972971,,0.2162162162162162,0.22972972972972971,
develop or implement fund investment policies or strategies.,0.20967741935483872,,0.25806451612903225,,0.12903225806451613,0.4032258064516129,
"develop or implement fundraising activities, such as annual giving campaigns or direct mail programs.",0.2727272727272727,,,,0.16363636363636364,0.5636363636363636,
develop or implement marketing strategies.,0.31864406779661014,,0.14915254237288136,,0.1016949152542373,0.4305084745762712,
develop or implement operating methods or procedures.,,,,,1.0,,
"develop or implement policies or practices to ensure the privacy, confidentiality, or security of patient information.",0.275,,0.45833333333333326,,0.075,0.12916666666666668,0.0625
develop or implement policy evaluation procedures for hydroelectric generation activities.,,,,,1.0,,
develop or implement procedures for ongoing web site revision.,0.2913631633714881,0.18002081165452655,0.24349635796045785,0.018730489073881373,,0.2393340270551509,0.027055150884495317
develop or implement procedures or systems to evaluate or select suppliers.,,,,,0.5294117647058824,0.4705882352941176,
"develop or implement product-marketing strategies, including advertising campaigns or sales promotions.",0.2824427480916031,,,,0.17557251908396945,0.5419847328244275,
develop or implement risk-assessment models or methodologies.,0.35185185185185186,,0.17592592592592593,,0.07407407407407407,0.39814814814814814,
"develop or maintain applications that process biologically based data into searchable databases for purposes of analysis, calculation, or presentation.",0.3947368421052632,,,,0.6052631578947368,,
"develop or maintain archived procedures, procedural codes, or queries for applications.",0.3050847457627119,,0.2711864406779661,,0.13559322033898305,0.288135593220339,
"develop or maintain cost estimates, forecasts, or cost models.",0.3562753036437247,0.06072874493927125,0.0728744939271255,,0.04453441295546559,0.46558704453441296,
develop or maintain internal or external company web sites.,0.3430985915492958,0.17859154929577464,0.14140845070422536,0.03718309859154929,,0.27943661971830985,0.02028169014084507
develop or maintain online help documentation.,,,,,1.0,,
develop or maintain payment systems to ensure accuracy of vendor payments.,0.25316455696202533,,0.3037974683544304,,0.1518987341772152,0.2911392405063291,
develop or maintain programs associated with automated production equipment.,,,,,1.0,,
develop or maintain project reporting systems.,,,,,0.4523809523809524,0.5476190476190477,
"develop or maintain standards, such as organization, structure, or nomenclature, for the design of data warehouse elements, such as data architectures, models, tools, and databases.",0.30120481927710846,,0.37349397590361444,,0.07228915662650602,0.25301204819277107,
"develop or manage integrated security controls to ensure confidentiality, accountability, recoverability, or audit ability of sensitive information, proprietary information, or information technology resources.",0.25,,0.35909090909090907,,0.10454545454545451,0.2863636363636364,
"develop or modify industrial electronic devices, circuits, or equipment, according to available specifications.",,,,,1.0,,
"develop or recommend network security measures, such as firewalls, network security audits, or automated security probes.",0.2195945945945946,0.07094594594594594,0.5101351351351351,,0.01351351351351351,0.11148648648648649,0.07432432432432431
develop or review specifications for design or construction of security systems.,,,,,1.0,,
"develop or revise business plans for online business, emphasizing factors such as product line, pricing, inventory, or marketing strategy.",0.4186046511627907,,,,0.11627906976744183,0.46511627906976744,
develop or teach strategies to promote client wellness and independence.,,,,,1.0,,
"develop or update procedures, policies, or standards.",,,,,0.3181818181818182,0.6818181818181818,
"develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",0.3263157894736842,,,,0.06315789473684211,0.6105263157894737,
"develop or validate specialized materials characterization procedures, such as thermal withstand, fatigue, notch sensitivity, abrasion, or hardness tests.",,,0.42045454545454547,,0.3522727272727273,0.22727272727272727,
"develop partnerships with businesses, communities, and other organizations to help meet identified educational needs and to provide school-to-work programs.",0.4117647058823529,,,,0.0588235294117647,0.5294117647058824,
"develop performance standards, and evaluate work in light of established standards.",,,,,0.3225806451612903,0.6774193548387096,
"develop plans and estimate costs for installation of systems, utilization of facilities, or construction of structures.",,,,,1.0,,
"develop plans to safeguard computer files against accidental or unauthorized modification, destruction, or disclosure and to meet emergency data processing needs.",0.36065573770491804,,0.29508196721311475,,0.09836065573770492,0.2459016393442623,
develop planting plans for clients to assist them to garden productively or achieve particular aesthetic effects.,,,,,0.6590909090909091,0.3409090909090909,
develop practice protocols for mental health problems based on review and evaluation of published research.,,,,,1.0,,
"develop preproduction ideas and incorporate them into outlines, scripts, story boards, and graphics.",0.4119170984455959,,0.03886010362694301,,0.06476683937823834,0.4844559585492228,
"develop pricing strategies, balancing firm objectives and customer satisfaction.",0.16541353383458646,,0.12781954887218044,,0.09022556390977442,0.6165413533834586,
"develop problem intervention procedures, using techniques such as interviews, consultations, role playing, and participant observation of group interactions.",,0.1297709923664122,0.41221374045801523,,0.22900763358778622,0.22900763358778622,
develop program plans for individuals or assist in plan development.,0.4328358208955223,,,,0.16417910447761194,0.40298507462686567,
develop proposals that include documentation for estimates.,,,,,1.0,,
develop prospect lists.,0.5538461538461539,,,,0.12307692307692308,0.32307692307692304,
"develop prospects from current commercial customers, referral leads, or sales or trade meetings.",,,,,1.0,,
develop protocols to improve existing genetic techniques or to incorporate new diagnostic procedures.,,,,,1.0,,
"develop relationships and communicate with customers, site managers, developers, land owners, authorities, utility representatives, or residents.",,,,,1.0,,
develop safety procedures to be employed by workers operating equipment or working in close proximity to on-going chemical reactions.,,,,,1.0,,
develop sales plans to introduce products in new markets.,,,,,0.34782608695652173,0.6521739130434783,
develop software applications or programming to use for statistical modeling and graphic analysis.,0.3780487804878049,0.10365853658536585,0.10365853658536585,,0.06707317073170732,0.347560975609756,
develop specialized computer software routines to customize and integrate image analysis.,0.4608695652173913,0.21739130434782608,,,0.14782608695652175,0.17391304347826086,
"develop specialized computer software routines, internet-based geographic information systems (gis) databases, or business applications to customize geographic information.",,,,,1.0,,
develop standards and guidelines to guide the use and acquisition of software and to protect vulnerable information.,0.26044226044226043,0.03931203931203931,0.4078624078624078,,0.022113022113022112,0.1842751842751843,0.085995085995086
"develop statistical models or simulations of biochemical production, using statistical or modeling software.",,,,,1.0,,
"develop story or content ideas, considering reader or audience appeal.",0.34545454545454546,,,,0.07272727272727271,0.5818181818181818,
develop strategies to encourage new or increased contributions.,,,,,0.625,0.375,
"develop sustainability project goals, objectives, initiatives, or strategies in collaboration with other sustainability professionals.",,,,,1.0,,
"develop system engineering, software engineering, system integration, or distributed system architectures.",0.36678200692041524,,0.20415224913494806,,0.08996539792387544,0.3391003460207612,
develop system interaction or sequence diagrams.,0.2962962962962962,,0.10185185185185183,,0.08641975308641975,0.5154320987654321,
"develop systems that produce electricity using renewable energy sources, such as wind, solar, or biofuels.",,,,,1.0,,
"develop teaching aids such as instructional software, multimedia visual aids, or study materials.",0.38211814795103777,0.02607770090473656,0.2480042575838212,0.012240553485896753,,0.30601383714741887,0.025545502927088883
"develop teaching materials, such as syllabi, visual aids, answer keys, supplementary notes, or course web sites.",0.45254074784276127,0.031639501438159155,,,0.029721955896452542,0.48609779482262705,
"develop teaching or training materials, such as handouts, study materials, or quizzes.",0.447212706322018,0.026160074743070694,0.023357209592027407,0.008408595453129867,,0.48614138897539705,0.008720024914356897
"develop tests, questionnaires, and procedures that measure the effectiveness of curricula and use these tools to determine whether program objectives are being met.",0.4,,,,0.14736842105263157,0.45263157894736844,
develop theories based on personal observations or on observations and theories of other astronomers.,,,0.6666666666666665,,0.21138211382113822,0.12195121951219512,
"develop therapeutic and treatment plans based on clients' interests, abilities, and needs.",,,,,1.0,,
develop training materials and conduct training sessions on fire protection.,,,,,1.0,,
"develop training materials and procedures, or train users in the proper use of hardware or software.",0.37878787878787884,,,,0.045454545454545456,0.5757575757575758,
develop training programs or routines designed to improve athletic performance.,0.25870646766169153,,0.1442786069651741,,0.08955223880597014,0.5074626865671642,
"develop transactional web applications, using web programming software and knowledge of programming languages, such as hypertext markup language (html) and extensible markup language (xml).",0.4933524973050665,0.1961911606180381,0.08048868127919512,0.01221703197987783,0.005030542579949695,0.21272008623787278,
"develop treatment plan to meet needs of patient, based on needs assessment, patient interests and objectives of therapy.",0.2857142857142857,,0.2857142857142857,,0.08333333333333331,0.34523809523809523,
"develop treatment plans based on diagnoses and on evaluation of factors such as age and general health, or procedural risks and costs.",,,,,1.0,,
"develop treatment plans based on patients' histories and goals, the nature and severity of disorders, and treatment risks and benefits.",,,,,1.0,,
"develop treatment plans based on scientific rationale, standards of care, and professional practice guidelines.",0.3626373626373626,,0.2527472527472528,,0.05494505494505495,0.3296703296703296,
develop visual aids and charts for use in lectures or to present evidence in court.,,,,,1.0,,
"develop web site maps, application models, image templates, or page templates that meet project goals, user needs, or industry standards.",0.37243947858473,0.0856610800744879,0.0670391061452514,0.027932960893854747,0.01303538175046555,0.4338919925512104,
develop work schedules according to budgets and workloads.,,,,,1.0,,
"develop, administer and evaluate applicant tests.",0.4,,,,0.03,0.57,
"develop, copy, or adapt designs for garments, and design patterns to fit measurements, applying knowledge of garment design, construction, styling, and fabric.",0.3687943262411347,0.037825059101654845,0.0591016548463357,,0.013002364066193851,0.4787234042553192,0.0425531914893617
"develop, implement or evaluate health information technology applications, tools, processes or structures to assist nurses with data management.",,,,,1.0,,
"develop, implement, administer and evaluate personnel and labor relations programs, including performance appraisal, affirmative action and employment equity programs.",,,,,1.0,,
"develop, implement, and evaluate methods of data collection, such as questionnaires or interviews.",0.4186046511627907,,0.20155038759689922,,0.11627906976744183,0.26356589147286824,
"develop, implement, modify, and document recordkeeping and accounting systems, making use of current computer technology.",0.42168674698795194,0.04819277108433735,0.16265060240963855,,0.057228915662650606,0.3102409638554217,
"develop, implement, or manage plans or programs related to conservation or management of natural resources.",,,,,1.0,,
"develop, maintain, and analyze budgets, preparing periodic reports that compare budgeted costs to actual costs.",0.3857142857142858,,,,0.17142857142857143,0.44285714285714284,
"develop, maintain, and troubleshoot information access aids, such as databases, annotated bibliographies, web pages, electronic pathfinders, software programs, and online tutorials.",0.2625,0.1875,0.35,,0.2,,
"develop, or contribute to the development of, educational or outreach programs on the environment or climate change.",0.4125,,,,0.1875,0.4,
"develop, or oversee the development of, marketing or outreach media for sustainability projects or events.",,,,,1.0,,
"develop, prepare, and coordinate grant applications and grant-related activities to obtain funding for health education programs and related work.",,,,,1.0,,
"develop, present, or respond to proposals for specific customer requirements, including request for proposal responses and industry-specific solutions.",0.29292929292929293,,,,0.030303030303030304,0.6767676767676768,
"develop, recommend, or manage security procedures for operations or processes, such as security call centers, system acquisition, development, and maintenance, access control, program models, or reporting tools.",0.32954545454545453,,0.32954545454545453,,0.13636363636363635,0.20454545454545456,
"develop, standardize, evaluate, or modify procedures, techniques, or tests used in the analysis of specimens or in medical laboratory experiments.",,,,,1.0,,
"develop, test, or program new robots.",0.31914893617021284,,,,0.3617021276595745,0.31914893617021284,
"devise and evaluate methods and procedures for collecting data, such as surveys, opinion polls, or questionnaires, or arrange to obtain existing data.",0.36585365853658536,,,,0.1951219512195122,0.4390243902439025,
"devise or evaluate methods and procedures for collecting data, such as surveys, opinion polls, and questionnaires.",0.2560975609756097,,,,0.2073170731707317,0.5365853658536586,
"devise scalable recovery, purification, or fermentation processes for producing proteins or other biological substances for human or animal therapeutic use, food production or processing, biofuels, or effluent treatment.",,,,,1.0,,
"devise trading, option, or hedge strategies.",0.2891566265060241,,0.3433734939759036,,0.15060240963855423,0.21686746987951808,
"diagnose and correct problems from remote locations, using special switchboards to find the sources of problems.",,0.46875,,,0.53125,,
diagnose and resolve media system problems.,,,,,1.0,,
"diagnose and treat conditions such as chemical dependency, alcohol dependency, acquired immune deficiency syndrome (aids) dementia, and environmental toxin exposure.",,,0.6862745098039216,,0.31372549019607837,,
"diagnose and treat diseases, injuries, or malformations of teeth, gums, or related oral structures and provide preventive or corrective services.",,,,,1.0,,
diagnose and treat pediatric populations for conditions such as learning disabilities with developmental or organic bases.,,,,,1.0,,
"diagnose diseases or study medical conditions using techniques such as gross pathology, histology, cytology, cytopathology, clinical chemistry, immunology, flow cytometry, and molecular biology.",0.3880597014925373,,,,0.3880597014925373,0.22388059701492538,
diagnose electrical problems and install and rewire electrical components.,,,,,1.0,,
"diagnose faults or malfunctions to determine required repairs, using engine diagnostic equipment such as computerized test equipment and calibration devices.",0.2758620689655172,0.2758620689655172,0.3620689655172413,,0.08620689655172414,,
"diagnose health conditions based on patients' symptoms and health histories, laboratory and diagnostic radiology test results, or other physiological measurements, such as electrocardiograms and electroencephalographs.",,,,,1.0,,
"diagnose malfunctioning systems, apparatus, or components, using test equipment and hand tools to locate the cause of a breakdown and correct the problem.",,0.47524752475247517,0.26732673267326734,,0.25742574257425743,,
"diagnose mechanical problems and determine how to correct them, checking blueprints, repair manuals, or parts catalogs, as necessary.",,0.35714285714285715,0.3035714285714285,,0.3392857142857143,,
"diagnose or treat injuries, disorders, or diseases of the eye and eye structures including the cornea, sclera, conjunctiva, or eyelids.",,,,,1.0,,
"diagnose, test, or analyze the performance of electrical components, assemblies, or systems.",,,0.5319148936170213,,0.46808510638297884,,
"diagnose, troubleshoot, and resolve hardware, software, or other network and system problems, and replace defective components when necessary.",0.17045836602039674,0.5783929171803205,0.18810938025327809,0.0209570772161829,,0.023254510814748403,0.01882774851507341
"direct and coordinate construction, erection, or decoration activities in order to ensure that sets or exhibits meet design, budget, and schedule requirements.",0.5,,,,0.5,,
"direct and supervise employees engaged in sales, inventory-taking, reconciling cash receipts, or in performing services for customers.",,,,,1.0,,
"direct crop production operations, such as planning, tilling, planting, fertilizing, cultivating, spraying, or harvesting.",0.37857142857142845,,0.22857142857142856,,0.14285714285714285,0.25,
"direct live broadcasts, films and recordings, or non-broadcast programming for public entertainment or education.",0.4411764705882353,,,,0.5588235294117647,,
direct or coordinate activities of businesses involved with buying or selling investment products or financial services.,,,,,1.0,,
"direct or coordinate an organization's financial or budget activities to fund operations, maximize investments, or increase efficiency.",,,,,1.0,,
direct or provide home health services.,0.13665254237288138,0.2076271186440678,0.5582627118644068,0.03177966101694915,,0.028601694915254237,0.037076271186440676
"direct preparation and distribution of written and verbal information to inform employees of benefits, compensation, and personnel policies.",0.49019607843137253,,,,0.019607843137254898,0.49019607843137253,
direct software programming and development of documentation.,0.4028169014084507,0.08591549295774648,0.1323943661971831,,0.028169014084507046,0.35070422535211265,
"direct the engineering of water control, treatment, or distribution projects.",,,,,0.5277777777777778,0.4722222222222222,
"direct, coordinate, and evaluate the activities of personnel, including support staff, engaged in administering academic institutions, departments or alumni organizations.",,,,,0.4444444444444444,0.5555555555555556,
"disassemble entertainment equipment and repair or replace loose, worn, or defective components and wiring, using hand tools and soldering irons.",,,,,1.0,,
discuss data presentation requirements with clients.,0.31182795698924726,,0.23655913978494625,,0.2150537634408602,0.23655913978494625,
"discuss filter options, lens choices, and the visual effects of objects being filmed with photography directors and video operators.",0.3902439024390244,,0.36585365853658536,,0.24390243902439024,,
discuss illnesses and treatments with patients and family members.,,,0.7936507936507937,,0.20634920634920637,,
discuss job performance problems with employees to identify causes and issues and to work on resolving problems.,,,,,1.0,,
discuss the treatment of problems with clients.,0.039375,0.0675,0.475625,0.229375,,0.094375,0.09375
discuss translation requirements with clients and determine any fees to be charged for services provided.,,,,,1.0,,
"discuss with the client the product, advertising themes and methods, and any changes that should be made in advertising copy.",,,,,1.0,,
"dispense herbal formulas and inform patients of dosages and frequencies, treatment duration, possible side effects and drug interactions.",,,0.6029411764705882,,0.3970588235294117,,
"display commercial, industrial, agricultural, and residential properties to clients and explain their features.",0.4705882352941176,,,,0.14705882352941177,0.38235294117647056,
"disseminate information about nursing informatics science and practice to the profession, other health care professions, nursing students, and the public.",,,,,1.0,,
"disseminate information regarding tools, reports, or metadata enhancements.",0.19230769230769237,,0.6666666666666665,,0.14102564102564102,,
"disseminate research by writing reports, publishing papers, or presenting at professional conferences.",,,0.826086956521739,,0.17391304347826086,,
"disseminate research results through academic publications, written reports, or public presentations.",,,0.7272727272727273,,0.2727272727272727,,
"distinguish between homonyms and recognize inconsistencies and mistakes in medical terms, referring to dictionaries, drug references, and other sources on anatomy, physiology, and medicine.",,,,,1.0,,
"document account activities, generate reports, and keep records of business transactions with customers and suppliers.",,,,,1.0,,
"document all database changes, modifications, or problems.",0.1875,0.309375,0.203125,,0.021875,0.13125,0.146875
